id,city,county,state,population,density
475,Buzzards Bay,Barnstable,Massachusetts,13092.0,366.6
476,Cataumet,Barnstable,Massachusetts,1460.0,205.8
477,Chilmark,Dukes,Massachusetts,2269.0,36.0
478,East Falmouth,Barnstable,Massachusetts,20909.0,295.0
479,East Sandwich,Barnstable,Massachusetts,6408.0,180.3
480,East Wareham,Plymouth,Massachusetts,4494.0,277.0
481,Edgartown,Dukes,Massachusetts,5159.0,74.3
482,Falmouth,Barnstable,Massachusetts,8615.0,302.3
483,Woods Hole,Dukes,Massachusetts,801.0,27.3
484,Monument Beach,Barnstable,Massachusetts,76.0,148.4
485,Nantucket,Nantucket,Massachusetts,13861.0,133.8
486,North Falmouth,Barnstable,Massachusetts,2375.0,232.3
487,Oak Bluffs,Dukes,Massachusetts,1924.0,229.3
488,Onset,Plymouth,Massachusetts,1820.0,629.2
489,Pocasset,Barnstable,Massachusetts,3205.0,232.1
490,Sagamore,Barnstable,Massachusetts,481.0,224.0
491,Sagamore Beach,Barnstable,Massachusetts,3485.0,398.5
492,Sandwich,Barnstable,Massachusetts,10168.0,297.1
493,Siasconset,Nantucket,Massachusetts,180.0,11.5
494,Vineyard Haven,Dukes,Massachusetts,8547.0,256.8
495,Wareham,Plymouth,Massachusetts,10530.0,217.4
496,West Tisbury,Dukes,Massachusetts,2606.0,44.2
497,West Wareham,Plymouth,Massachusetts,4406.0,180.9
498,Hyannis,Barnstable,Massachusetts,17178.0,756.4
499,Barnstable,Barnstable,Massachusetts,1922.0,152.1
500,Brewster,Barnstable,Massachusetts,10176.0,177.0
501,Centerville,Barnstable,Massachusetts,11929.0,617.3
502,Chatham,Barnstable,Massachusetts,4667.0,208.7
503,Cotuit,Barnstable,Massachusetts,3007.0,211.5
504,Cummaquid,Barnstable,Massachusetts,323.0,161.5
505,Dennis,Barnstable,Massachusetts,3146.0,215.5
506,Dennis Port,Barnstable,Massachusetts,3308.0,456.7
507,East Dennis,Barnstable,Massachusetts,319.0,74.3
508,Eastham,Barnstable,Massachusetts,5724.0,158.2
509,East Orleans,Barnstable,Massachusetts,0.0,0.0
510,Forestdale,Barnstable,Massachusetts,3838.0,439.2
511,Harwich,Barnstable,Massachusetts,10930.0,249.3
512,Harwich Port,Barnstable,Massachusetts,1950.0,259.3
513,Hyannis Port,Barnstable,Massachusetts,159.0,142.3
514,Marstons Mills,Barnstable,Massachusetts,7774.0,300.7
515,Mashpee,Barnstable,Massachusetts,15144.0,249.9
516,North Chatham,Barnstable,Massachusetts,1024.0,289.8
517,North Truro,Barnstable,Massachusetts,996.0,45.8
518,Orleans,Barnstable,Massachusetts,6322.0,202.5
519,Osterville,Barnstable,Massachusetts,3441.0,205.3
520,Provincetown,Barnstable,Massachusetts,3630.0,144.9
521,South Chatham,Barnstable,Massachusetts,916.0,178.4
522,South Dennis,Barnstable,Massachusetts,6604.0,304.5
523,South Wellfleet,Barnstable,Massachusetts,462.0,62.4
524,South Yarmouth,Barnstable,Massachusetts,9282.0,513.1
525,Truro,Barnstable,Massachusetts,631.0,19.4
526,Wellfleet,Barnstable,Massachusetts,3890.0,88.7
527,West Barnstable,Barnstable,Massachusetts,2465.0,66.5
528,West Dennis,Barnstable,Massachusetts,1340.0,243.6
529,West Harwich,Barnstable,Massachusetts,750.0,167.0
530,West Hyannisport,Barnstable,Massachusetts,28.0,21.9
531,West Yarmouth,Barnstable,Massachusetts,9246.0,385.1
532,Yarmouth Port,Barnstable,Massachusetts,7185.0,316.6
533,Assonet,Bristol,Massachusetts,4416.0,101.5
534,Attleboro,Bristol,Massachusetts,46356.0,668.8
535,Cuttyhunk,Dukes,Massachusetts,32.0,3.4
536,Dighton,Bristol,Massachusetts,3620.0,125.0
537,East Freetown,Bristol,Massachusetts,4783.0,83.3
538,East Taunton,Bristol,Massachusetts,7213.0,270.7
539,Fairhaven,Bristol,Massachusetts,15899.0,495.7
540,Fall River,Bristol,Massachusetts,30558.0,895.0
541,Somerset,Bristol,Massachusetts,2359.0,383.8
542,Marion,Plymouth,Massachusetts,5305.0,145.0
543,Mattapoisett,Plymouth,Massachusetts,6511.0,145.0
544,New Bedford,Bristol,Massachusetts,46623.0,3132.1
545,Acushnet,Bristol,Massachusetts,10466.0,223.8
546,North Dartmouth,Bristol,Massachusetts,21383.0,201.4
547,South Dartmouth,Bristol,Massachusetts,11431.0,190.2
548,North Attleboro,Bristol,Massachusetts,29149.0,626.7
549,Plainville,Norfolk,Massachusetts,9814.0,344.9
550,Attleboro Falls,Bristol,Massachusetts,1601.0,689.1
551,North Dighton,Bristol,Massachusetts,4463.0,158.1
552,Norton,Bristol,Massachusetts,19177.0,266.0
553,Raynham,Bristol,Massachusetts,15432.0,240.7
554,Rehoboth,Bristol,Massachusetts,12614.0,103.8
555,Rochester,Plymouth,Massachusetts,5564.0,66.4
556,Seekonk,Bristol,Massachusetts,15475.0,324.9
557,Swansea,Bristol,Massachusetts,17158.0,292.7
558,Berkley,Bristol,Massachusetts,6768.0,158.3
559,Taunton,Bristol,Massachusetts,51915.0,605.1
560,Westport,Bristol,Massachusetts,16431.0,117.7
561,Westport Point,Bristol,Massachusetts,371.0,110.0
562,Albion,Providence,Rhode Island,702.0,1401.6
563,Ashaway,Washington,Rhode Island,2560.0,83.8
564,Barrington,Bristol,Rhode Island,17121.0,807.7
565,Block Island,Washington,Rhode Island,962.0,40.9
566,Bradford,Washington,Rhode Island,2328.0,118.5
567,Bristol,Bristol,Rhode Island,22420.0,884.3
568,Chepachet,Providence,Rhode Island,7444.0,66.2
569,Clayville,Providence,Rhode Island,134.0,19.0
570,Coventry,Kent,Rhode Island,33148.0,346.4
571,West Greenwich,Kent,Rhode Island,6535.0,50.2
572,East Greenwich,Kent,Rhode Island,19876.0,361.5
573,Exeter,Washington,Rhode Island,6241.0,44.3
574,Fiskeville,Providence,Rhode Island,17.0,30.8
575,Foster,Providence,Rhode Island,5872.0,41.2
576,Greene,Kent,Rhode Island,2286.0,41.2
577,Greenville,Providence,Rhode Island,7263.0,645.2
578,Harmony,Providence,Rhode Island,82.0,52.0
579,Harrisville,Providence,Rhode Island,6766.0,128.0
580,Hope,Providence,Rhode Island,3840.0,137.9
581,Hope Valley,Washington,Rhode Island,4887.0,76.1
582,Jamestown,Newport,Rhode Island,5554.0,228.9
583,Kenyon,Washington,Rhode Island,87.0,119.2
584,Little Compton,Newport,Rhode Island,3622.0,68.1
585,Manville,Providence,Rhode Island,3468.0,958.6
586,Mapleville,Providence,Rhode Island,1598.0,143.1
587,Newport,Newport,Rhode Island,23847.0,1265.1
588,Middletown,Newport,Rhode Island,17009.0,523.8
589,North Kingstown,Washington,Rhode Island,23382.0,292.9
590,North Scituate,Providence,Rhode Island,8031.0,71.8
591,Oakland,Providence,Rhode Island,286.0,178.6
592,Pascoag,Providence,Rhode Island,7295.0,101.9
593,Pawtucket,Providence,Rhode Island,47677.0,3448.8
594,Central Falls,Providence,Rhode Island,22359.0,7230.8
595,Cumberland,Providence,Rhode Island,36142.0,527.2
596,Portsmouth,Newport,Rhode Island,17748.0,401.5
597,Prudence Island,Newport,Rhode Island,98.0,6.4
598,Rockville,Washington,Rhode Island,97.0,10.0
599,Saunderstown,Washington,Rhode Island,6376.0,158.2
600,Shannock,Washington,Rhode Island,176.0,38.3
601,Slatersville,Providence,Rhode Island,659.0,1277.2
602,Tiverton,Newport,Rhode Island,16324.0,216.8
603,Narragansett,Washington,Rhode Island,13238.0,398.1
604,Westerly,Washington,Rhode Island,22026.0,323.6
605,West Kingston,Washington,Rhode Island,5920.0,84.0
606,West Warwick,Kent,Rhode Island,30909.0,1523.7
607,Wood River Junction,Washington,Rhode Island,609.0,55.9
608,Woonsocket,Providence,Rhode Island,43163.0,2146.5
609,North Smithfield,Providence,Rhode Island,11449.0,192.0
610,Wyoming,Washington,Rhode Island,1857.0,60.3
611,Providence,Providence,Rhode Island,12039.0,2770.1
612,Cranston,Providence,Rhode Island,23598.0,2653.9
613,North Providence,Providence,Rhode Island,15866.0,2450.7
614,East Providence,Providence,Rhode Island,21742.0,1710.8
615,Riverside,Providence,Rhode Island,16415.0,1149.9
616,Rumford,Providence,Rhode Island,8855.0,1288.6
617,Smithfield,Providence,Rhode Island,14868.0,267.7
618,Johnston,Providence,Rhode Island,29453.0,483.7
619,Candia,Rockingham,New Hampshire,4202.0,50.0
620,Derry,Rockingham,New Hampshire,34506.0,371.7
621,Epping,Rockingham,New Hampshire,7180.0,106.5
622,Francestown,Hillsborough,New Hampshire,1444.0,18.7
623,Fremont,Rockingham,New Hampshire,4738.0,106.5
624,Goffstown,Hillsborough,New Hampshire,14165.0,152.3
625,Dunbarton,Merrimack,New Hampshire,3000.0,37.5
626,Hollis,Hillsborough,New Hampshire,8429.0,102.6
627,Litchfield,Hillsborough,New Hampshire,8484.0,219.5
628,Londonderry,Rockingham,New Hampshire,25780.0,238.9
629,Merrimack,Hillsborough,New Hampshire,27139.0,321.7
630,Mont Vernon,Hillsborough,New Hampshire,2607.0,56.2
631,Nashua,Hillsborough,New Hampshire,31469.0,1852.5
632,New Boston,Hillsborough,New Hampshire,6099.0,54.7
633,New Ipswich,Hillsborough,New Hampshire,5244.0,61.9
634,Pelham,Hillsborough,New Hampshire,14221.0,208.4
635,Raymond,Rockingham,New Hampshire,10773.0,144.3
636,Lyndeborough,Hillsborough,New Hampshire,1606.0,21.5
637,Temple,Hillsborough,New Hampshire,1372.0,23.8
638,Wilton,Hillsborough,New Hampshire,4116.0,56.5
639,Windham,Rockingham,New Hampshire,15764.0,227.6
640,Hooksett,Merrimack,New Hampshire,14654.0,157.1
641,Waterville Valley,Grafton,New Hampshire,248.0,0.5
642,Barnstead,Belknap,New Hampshire,1535.0,38.7
643,Campton,Grafton,New Hampshire,3380.0,18.7
644,Canterbury,Merrimack,New Hampshire,2343.0,21.2
645,Center Barnstead,Belknap,New Hampshire,3406.0,47.4
646,Center Harbor,Belknap,New Hampshire,820.0,23.1
647,Center Sandwich,Carroll,New Hampshire,1461.0,11.0
648,Contoocook,Merrimack,New Hampshire,5925.0,52.8
649,Danbury,Merrimack,New Hampshire,1491.0,14.3
650,East Andover,Merrimack,New Hampshire,110.0,148.4
651,Elkins,Merrimack,New Hampshire,209.0,181.7
652,Epsom,Merrimack,New Hampshire,4846.0,54.4
653,Gilmanton,Belknap,New Hampshire,2338.0,23.8
654,Glencliff,Grafton,New Hampshire,81.0,31.2
655,Hebron,Grafton,New Hampshire,1144.0,11.9
656,Henniker,Merrimack,New Hampshire,6094.0,53.3
657,Hill,Merrimack,New Hampshire,902.0,13.6
658,Hillsborough,Hillsborough,New Hampshire,7666.0,35.9
659,Holderness,Grafton,New Hampshire,2125.0,26.9
660,Laconia,Belknap,New Hampshire,16943.0,329.2
661,Gilford,Belknap,New Hampshire,7725.0,76.9
662,Meredith,Belknap,New Hampshire,6701.0,69.1
663,Moultonborough,Carroll,New Hampshire,4996.0,32.0
664,New Hampton,Belknap,New Hampshire,2591.0,27.2
665,New London,Merrimack,New Hampshire,4381.0,71.8
666,Chichester,Merrimack,New Hampshire,2659.0,48.5
667,North Sandwich,Carroll,New Hampshire,246.0,2.9
668,North Sutton,Merrimack,New Hampshire,995.0,17.9
669,Northwood,Rockingham,New Hampshire,4632.0,63.5
670,North Woodstock,Grafton,New Hampshire,1194.0,8.0
671,Rumney,Grafton,New Hampshire,1929.0,6.7
672,Sanbornton,Belknap,New Hampshire,2957.0,23.1
673,South Sutton,Merrimack,New Hampshire,309.0,25.8
674,Suncook,Merrimack,New Hampshire,12028.0,107.9
675,Tilton,Merrimack,New Hampshire,8811.0,86.6
676,Warner,Merrimack,New Hampshire,3003.0,18.3
677,Washington,Sullivan,New Hampshire,1097.0,9.4
678,Weare,Hillsborough,New Hampshire,9108.0,59.5
679,Wentworth,Grafton,New Hampshire,1083.0,10.1
680,Thornton,Grafton,New Hampshire,2715.0,20.9
681,Wilmot,Merrimack,New Hampshire,1502.0,19.7
682,Nottingham,Rockingham,New Hampshire,5119.0,42.7
683,West Nottingham,Rockingham,New Hampshire,134.0,235.0
684,Woodstock,Grafton,New Hampshire,57.0,15.2
685,Bow,Merrimack,New Hampshire,8235.0,112.9
686,Loudon,Merrimack,New Hampshire,5638.0,46.4
687,Keene,Cheshire,New Hampshire,24891.0,160.3
688,Antrim,Hillsborough,New Hampshire,2900.0,35.8
689,Ashuelot,Cheshire,New Hampshire,357.0,31.9
690,Bennington,Hillsborough,New Hampshire,1515.0,51.3
691,Dublin,Cheshire,New Hampshire,1686.0,23.5
692,Sullivan,Cheshire,New Hampshire,687.0,13.6
693,Swanzey,Cheshire,New Hampshire,6535.0,56.9
694,Fitzwilliam,Cheshire,New Hampshire,2287.0,25.5
695,Gilsum,Cheshire,New Hampshire,871.0,20.2
696,Hancock,Hillsborough,New Hampshire,1785.0,19.7
697,Jaffrey,Cheshire,New Hampshire,5363.0,53.9
698,Marlow,Cheshire,New Hampshire,803.0,11.9
699,Nelson,Cheshire,New Hampshire,773.0,10.2
700,Peterborough,Hillsborough,New Hampshire,6864.0,49.3
701,Rindge,Cheshire,New Hampshire,6446.0,67.1
702,Spofford,Cheshire,New Hampshire,1532.0,30.6
703,Stoddard,Cheshire,New Hampshire,927.0,8.0
704,Troy,Cheshire,New Hampshire,1889.0,41.8
705,Westmoreland,Cheshire,New Hampshire,2042.0,22.0
706,Bethlehem,Grafton,New Hampshire,2528.0,10.7
707,Bretton Woods,Coos,New Hampshire,0.0,0.0
708,Colebrook,Coos,New Hampshire,2660.0,6.1
709,Errol,Oxford,New Hampshire,417.0,0.3
710,Franconia,Grafton,New Hampshire,1425.0,6.2
711,Gorham,Coos,New Hampshire,3285.0,8.1
712,Groveton,Coos,New Hampshire,2062.0,9.7
713,Lisbon,Grafton,New Hampshire,2557.0,12.6
714,Sugar Hill,Grafton,New Hampshire,633.0,14.6
715,Milan,Coos,New Hampshire,1609.0,5.6
716,North Stratford,Coos,New Hampshire,1193.0,4.2
717,Pittsburg,Coos,New Hampshire,1023.0,1.1
718,Twin Mountain,Coos,New Hampshire,795.0,8.3
719,West Stewartstown,Coos,New Hampshire,670.0,5.7
720,Whitefield,Coos,New Hampshire,3463.0,21.8
721,Acworth,Sullivan,New Hampshire,478.0,11.8
722,Alstead,Cheshire,New Hampshire,2364.0,14.9
723,Drewsville,Cheshire,New Hampshire,0.0,0.0
724,Lempster,Sullivan,New Hampshire,934.0,11.4
725,South Acworth,Sullivan,New Hampshire,320.0,7.5
726,North Walpole,Cheshire,New Hampshire,558.0,239.9
727,Bath,Grafton,New Hampshire,1077.0,11.2
728,Canaan,Grafton,New Hampshire,4164.0,21.0
729,Claremont,Sullivan,New Hampshire,13647.0,89.2
730,Cornish,Sullivan,New Hampshire,1914.0,17.6
731,Enfield,Grafton,New Hampshire,4547.0,37.5
732,Etna,Grafton,New Hampshire,1035.0,25.3
733,Georges Mills,Sullivan,New Hampshire,374.0,72.2
734,Grantham,Sullivan,New Hampshire,3407.0,46.6
735,Lebanon,Grafton,New Hampshire,10334.0,124.8
736,Lyme,Grafton,New Hampshire,1684.0,12.1
737,Meriden,Sullivan,New Hampshire,638.0,56.0
738,Monroe,Grafton,New Hampshire,856.0,14.8
739,North Haverhill,Grafton,New Hampshire,1770.0,26.0
740,Orford,Grafton,New Hampshire,1313.0,10.9
741,Piermont,Grafton,New Hampshire,849.0,8.5
742,Pike,Grafton,New Hampshire,637.0,12.4
743,Sunapee,Sullivan,New Hampshire,3074.0,58.5
744,West Lebanon,Grafton,New Hampshire,4181.0,193.9
745,Woodsville,Grafton,New Hampshire,2154.0,13.3
746,Alton,Belknap,New Hampshire,3617.0,34.8
747,Alton Bay,Belknap,New Hampshire,2286.0,37.4
748,Atkinson,Rockingham,New Hampshire,7154.0,248.4
749,Bartlett,Carroll,New Hampshire,979.0,6.4
750,Center Conway,Carroll,New Hampshire,3655.0,14.4
751,Center Ossipee,Carroll,New Hampshire,2507.0,29.1
752,Center Tuftonboro,Carroll,New Hampshire,1469.0,21.4
753,Chocorua,Carroll,New Hampshire,882.0,42.3
754,Danville,Rockingham,New Hampshire,4234.0,148.8
755,Madbury,Strafford,New Hampshire,2213.0,73.4
756,Durham,Strafford,New Hampshire,15073.0,259.6
757,East Hampstead,Rockingham,New Hampshire,3022.0,340.6
758,East Kingston,Rockingham,New Hampshire,3164.0,68.4
759,East Wakefield,Carroll,New Hampshire,1350.0,55.1
760,Eaton Center,Carroll,New Hampshire,355.0,5.6
761,Farmington,Strafford,New Hampshire,6777.0,71.2
762,Freedom,Carroll,New Hampshire,1336.0,14.9
763,Gilmanton Iron Works,Belknap,New Hampshire,1622.0,31.4
764,Glen,Carroll,New Hampshire,1097.0,18.6
765,Greenland,Rockingham,New Hampshire,4052.0,149.2
766,Hampstead,Rockingham,New Hampshire,6227.0,231.7
767,Hampton,Rockingham,New Hampshire,16123.0,487.1
768,Hampton Falls,Rockingham,New Hampshire,2375.0,74.1
769,Intervale,Carroll,New Hampshire,1078.0,35.3
770,Jackson,Carroll,New Hampshire,1144.0,6.7
771,Kearsarge,Carroll,New Hampshire,192.0,90.3
772,Madison,Carroll,New Hampshire,1360.0,23.6
773,Melvin Village,Carroll,New Hampshire,130.0,17.4
774,Milton Mills,Strafford,New Hampshire,314.0,18.0
775,Mirror Lake,Carroll,New Hampshire,824.0,36.9
776,New Castle,Rockingham,New Hampshire,904.0,431.7
777,New Durham,Strafford,New Hampshire,2711.0,25.4
778,Newfields,Rockingham,New Hampshire,1985.0,108.1
779,Newmarket,Rockingham,New Hampshire,9400.0,288.2
780,North Conway,Carroll,New Hampshire,4040.0,67.2
781,North Hampton,Rockingham,New Hampshire,4552.0,126.3
782,Ossipee,Carroll,New Hampshire,1934.0,18.6
783,Plaistow,Rockingham,New Hampshire,7843.0,285.9
784,Rollinsford,Strafford,New Hampshire,2427.0,140.1
785,Rye,Rockingham,New Hampshire,5170.0,165.7
786,Rye Beach,Rockingham,New Hampshire,356.0,247.5
787,Sanbornville,Carroll,New Hampshire,4020.0,29.8
788,Sandown,Rockingham,New Hampshire,6536.0,181.1
789,Seabrook,Rockingham,New Hampshire,8614.0,371.7
790,Silver Lake,Carroll,New Hampshire,1236.0,29.2
791,Somersworth,Strafford,New Hampshire,12088.0,475.5
792,Effingham,Carroll,New Hampshire,1760.0,18.3
793,South Tamworth,Carroll,New Hampshire,583.0,12.3
794,Strafford,Strafford,New Hampshire,4261.0,33.6
795,Stratham,Rockingham,New Hampshire,7715.0,196.9
796,Tamworth,Carroll,New Hampshire,1278.0,14.3
797,Union,Strafford,New Hampshire,1954.0,40.1
798,West Ossipee,Carroll,New Hampshire,51.0,12.0
799,Wolfeboro,Carroll,New Hampshire,6528.0,53.3
800,Wonalancet,Carroll,New Hampshire,5.0,0.8
801,Berwick,York,Maine,7991.0,82.3
802,Cape Neddick,York,Maine,2607.0,52.8
803,Eliot,York,Maine,6848.0,133.7
804,Kittery,York,Maine,8113.0,286.9
805,Kittery Point,York,Maine,1990.0,111.5
806,North Berwick,York,Maine,5003.0,50.5
807,Ogunquit,York,Maine,1257.0,118.9
808,South Berwick,York,Maine,7521.0,91.0
809,York,York,Maine,10811.0,118.4
810,York Beach,York,Maine,0.0,0.0
811,York Harbor,York,Maine,315.0,343.0
812,Alfred,York,Maine,7618.0,44.4
813,Bailey Island,Cumberland,Maine,123.0,45.8
814,Biddeford,York,Maine,24590.0,198.1
815,Biddeford Pool,York,Maine,75.0,458.4
816,Bowdoinham,Sagadahoc,Maine,3083.0,32.4
817,Bridgton,Cumberland,Maine,5366.0,36.6
818,Brownfield,Oxford,Maine,1741.0,15.3
819,Brunswick,Cumberland,Maine,21691.0,179.0
820,Casco,Cumberland,Maine,3657.0,45.1
821,Chebeague Island,Cumberland,Maine,597.0,64.4
822,Cliff Island,Cumberland,Maine,55.0,25.5
823,Cumberland Center,Cumberland,Maine,6633.0,124.6
824,Denmark,Oxford,Maine,1131.0,9.5
825,East Baldwin,Cumberland,Maine,432.0,11.2
826,Sebago,Cumberland,Maine,2011.0,23.6
827,East Waterboro,York,Maine,2473.0,62.1
828,Freeport,Cumberland,Maine,8700.0,96.7
829,Fryeburg,Oxford,Maine,3820.0,18.0
830,Gray,Cumberland,Maine,7893.0,74.5
831,Harrison,Cumberland,Maine,3044.0,19.0
832,Hiram,Oxford,Maine,1644.0,16.7
833,Hollis Center,York,Maine,4766.0,57.4
834,Kennebunk,York,Maine,11566.0,127.2
835,Kennebunkport,York,Maine,7965.0,69.2
836,Parsonsfield,York,Maine,1720.0,11.3
837,Limerick,York,Maine,3244.0,46.1
838,Limington,York,Maine,3920.0,36.0
839,Long Island,Cumberland,Maine,282.0,75.9
840,Lovell,Oxford,Maine,1436.0,12.9
841,Naples,Cumberland,Maine,3928.0,47.6
842,Newfield,York,Maine,106.0,23.2
843,North Bridgton,Cumberland,Maine,105.0,123.3
844,North Waterboro,York,Maine,2909.0,55.9
845,Ocean Park,York,Maine,617.0,324.5
846,Old Orchard Beach,York,Maine,8423.0,485.4
847,Orrs Island,Cumberland,Maine,644.0,137.9
848,Porter,Oxford,Maine,1497.0,18.3
849,Pownal,Cumberland,Maine,1600.0,27.0
850,Saco,York,Maine,20446.0,204.6
851,Sanford,York,Maine,17389.0,177.9
852,Scarborough,Cumberland,Maine,22098.0,179.1
853,Shapleigh,York,Maine,2926.0,29.2
854,Harpswell,Cumberland,Maine,4250.0,77.2
855,Springvale,York,Maine,4597.0,176.6
856,Standish,Cumberland,Maine,7345.0,64.7
857,Steep Falls,Cumberland,Maine,3107.0,79.0
858,Topsham,Sagadahoc,Maine,9566.0,114.8
859,Waterboro,York,Maine,2597.0,50.4
860,Waterford,Oxford,Maine,1127.0,8.7
861,Wells,York,Maine,11365.0,76.1
862,West Baldwin,Cumberland,Maine,740.0,14.1
863,Westbrook,Cumberland,Maine,20339.0,456.9
864,Buxton,York,Maine,8408.0,80.1
865,West Newfield,York,Maine,1464.0,18.5
866,Yarmouth,Cumberland,Maine,8984.0,258.8
867,North Yarmouth,Cumberland,Maine,4106.0,74.7
868,Portland,Cumberland,Maine,17832.0,3392.3
869,South Portland,Cumberland,Maine,26873.0,852.5
870,Cape Elizabeth,Cumberland,Maine,9519.0,247.4
871,Peaks Island,Cumberland,Maine,859.0,272.8
872,Cumberland Foreside,Cumberland,Maine,1810.0,299.8
873,Bethel,Oxford,Maine,3364.0,7.0
874,Bryant Pond,Oxford,Maine,1269.0,8.0
875,Buckfield,Oxford,Maine,3445.0,16.0
876,Dixfield,Oxford,Maine,2872.0,14.8
877,East Dixfield,Oxford,Maine,45.0,119.5
878,East Wilton,Franklin,Maine,0.0,0.0
879,Jay,Franklin,Maine,4637.0,37.0
880,Lewiston,Androscoggin,Maine,37577.0,424.9
881,Lisbon Falls,Androscoggin,Maine,4971.0,172.9
882,Livermore,Androscoggin,Maine,1873.0,19.2
883,Livermore Falls,Androscoggin,Maine,3061.0,60.1
884,Greenwood,Oxford,Maine,687.0,7.0
885,Mechanic Falls,Androscoggin,Maine,3094.0,108.6
886,Mexico,Oxford,Maine,2758.0,45.6
887,Minot,Androscoggin,Maine,2760.0,36.0
888,Monmouth,Kennebec,Maine,3410.0,45.4
889,New Gloucester,Cumberland,Maine,5705.0,46.7
890,Newry,Oxford,Maine,311.0,0.6
891,North Monmouth,Kennebec,Maine,697.0,45.9
892,North Waterford,Oxford,Maine,36.0,30.8
893,Norway,Oxford,Maine,5113.0,43.8
894,Paris,Oxford,Maine,0.0,0.0
895,Poland,Androscoggin,Maine,5883.0,53.8
896,Sabattus,Androscoggin,Maine,6935.0,64.3
897,South Paris,Oxford,Maine,5226.0,49.5
898,Turner,Androscoggin,Maine,5822.0,37.9
899,Wayne,Kennebec,Maine,1069.0,22.4
900,Weld,Franklin,Maine,398.0,2.6
901,West Bethel,Oxford,Maine,0.0,0.0
902,Bowdoin,Sagadahoc,Maine,3158.0,28.1
903,West Paris,Oxford,Maine,1980.0,30.9
904,Peru,Oxford,Maine,1620.0,13.4
905,Sumner,Oxford,Maine,1000.0,8.8
906,Augusta,Kennebec,Maine,26394.0,87.1
907,Coopers Mills,Lincoln,Maine,38.0,451.2
908,Dresden,Lincoln,Maine,1814.0,23.0
909,Farmingdale,Kennebec,Maine,2988.0,102.6
910,Gardiner,Kennebec,Maine,12282.0,66.1
911,Hallowell,Kennebec,Maine,2558.0,168.4
912,Kents Hill,Kennebec,Maine,1302.0,17.2
913,Mount Vernon,Kennebec,Maine,1618.0,16.5
914,Palermo,Waldo,Maine,1447.0,13.8
915,Readfield,Kennebec,Maine,2616.0,34.7
916,South China,Kennebec,Maine,4434.0,34.3
917,South Gardiner,Kennebec,Maine,326.0,170.8
918,Vienna,Kennebec,Maine,642.0,10.2
919,Bangor,Penobscot,Maine,44285.0,170.9
920,Abbot,Piscataquis,Maine,671.0,2.1
921,Aurora,Hancock,Maine,196.0,0.2
922,Bradley,Penobscot,Maine,1693.0,13.2
923,Brewer,Penobscot,Maine,9633.0,244.1
924,Brookton,Washington,Maine,170.0,0.4
925,Brownville,Piscataquis,Maine,1759.0,2.9
926,Brownville Junction,Piscataquis,Maine,271.0,645.0
927,Bucksport,Hancock,Maine,5586.0,37.3
